time_s,propensity_tau_r_20s,propensity_tau_r_60s,propensity_tau_r_100s,propensity_tau_r_160s
185.25,6.086319706279899,7.061578916021662,8.915889010693396,10.0
190.25,6.086319706279899,7.061578916021662,8.915889010693396,10.0
195.25,6.086319706279899,7.061578916021662,8.915889010693396,10.0
200.25,6.086319706279899,7.061578916021662,8.915889010693396,10.0
205.25,6.086319706279899,7.061578916021662,8.915889010693396,10.0
210.25,5.22210117889977,7.061578916021662,8.915889010693396,10.0
215.25,5.22210117889977,7.061578916021662,8.915889010693396,10.0
220.25,5.22210117889977,7.061578916021662,8.915889010693396,10.0
225.25,5.22210117889977,7.061578916021662,8.915889010693396,10.0
230.25,5.22210117889977,7.061578916021662,8.915889010693396,10.0
235.25,5.22210117889977,7.061578916021662,8.915889010693396,10.0
240.25,5.22210117889977,7.061578916021662,8.915889010693396,10.0
245.25,5.22210117889977,7.061578916021662,8.915889010693396,10.0
250.25,5.22210117889977,7.061578916021662,8.915889010693396,10.0
255.25,5.22210117889977,7.061578916021662,8.915889010693396,10.0
260.25,5.22210117889977,7.061578916021662,8.915889010693396,10.0
265.25,5.22210117889977,7.061578916021662,8.915889010693396,10.0
270.25,5.22210117889977,7.061578916021662,8.915889010693396,10.50103791991519
275.25,5.22210117889977,7.061578916021662,8.915889010693396,10.50103791991519
280.25,5.22210117889977,7.061578916021662,8.915889010693396,10.50103791991519
285.25,5.22210117889977,7.061578916021662,8.915889010693396,10.50103791991519
290.25,5.22210117889977,7.061578916021662,8.915889010693396,10.94448854351681
295.25,5.22210117889977,7.061578916021662,8.915889010693396,10.94448854351681
300.25,5.22210117889977,7.061578916021662,8.915889010693396,10.94448854351681
305.25,5.22210117889977,7.061578916021662,8.915889010693396,10.94448854351681
310.25,5.22210117889977,7.061578916021662,8.915889010693396,10.94448854351681
315.25,5.22210117889977,7.061578916021662,8.915889010693396,10.94448854351681
320.25,5.22210117889977,7.061578916021662,8.915889010693396,10.94448854351681
325.25,5.22210117889977,7.061578916021662,8.915889010693396,10.94448854351681
330.25,5.22210117889977,7.061578916021662,8.915889010693396,10.94448854351681
335.25,5.22210117889977,7.061578916021662,8.915889010693396,10.94448854351681
340.25,5.22210117889977,7.061578916021662,8.915889010693396,10.024507188394386
345.25,5.22210117889977,7.061578916021662,9.30676254599182,9.07221131050098
350.25,5.22210117889977,7.061578916021662,9.30676254599182,9.07221131050098
355.25,5.22210117889977,7.061578916021662,9.30676254599182,8.036890710197975
360.25,5.22210117889977,7.061578916021662,9.30676254599182,6.977000261403223
365.25,5.22210117889977,7.061578916021662,9.30676254599182,5.854203358427679
370.25,5.22210117889977,7.061578916021662,9.30676254599182,5.854203358427679
375.25,5.22210117889977,7.061578916021662,9.30676254599182,5.854203358427679
380.25,5.22210117889977,7.746102408122627,9.30676254599182,5.854203358427679
385.25,5.22210117889977,7.746102408122627,9.30676254599182,5.854203358427679
390.25,5.22210117889977,8.480239813910217,9.30676254599182,5.854203358427679
395.25,5.22210117889977,8.480239813910217,9.30676254599182,5.854203358427679
400.25,5.22210117889977,8.480239813910217,9.30676254599182,5.854203358427679
405.25,5.22210117889977,8.480239813910217,9.30676254599182,5.854203358427679
410.25,5.22210117889977,8.480239813910217,9.30676254599182,5.854203358427679
415.25,5.22210117889977,8.480239813910217,9.30676254599182,5.854203358427679
420.25,5.22210117889977,8.480239813910217,9.30676254599182,5.854203358427679
425.25,5.22210117889977,8.480239813910217,9.30676254599182,5.854203358427679
430.25,5.22210117889977,8.480239813910217,9.30676254599182,5.854203358427679
435.25,5.22210117889977,8.480239813910217,9.30676254599182,5.854203358427679
440.25,5.22210117889977,8.480239813910217,9.30676254599182,5.854203358427679
445.25,5.22210117889977,8.480239813910217,9.30676254599182,5.854203358427679
450.25,5.22210117889977,8.480239813910217,9.30676254599182,5.854203358427679
455.25,5.22210117889977,8.480239813910217,9.30676254599182,5.854203358427679
460.25,5.22210117889977,8.480239813910217,9.30676254599182,5.854203358427679
465.25,6.0679169654890615,8.480239813910217,9.30676254599182,5.854203358427679
470.25,6.0679169654890615,8.480239813910217,9.30676254599182,5.854203358427679
475.25,6.0679169654890615,8.736033915591946,9.30676254599182,5.854203358427679
480.25,6.0679169654890615,8.736033915591946,9.30676254599182,5.854203358427679
485.25,6.0679169654890615,8.736033915591946,9.30676254599182,5.854203358427679
490.25,6.0679169654890615,8.736033915591946,9.30676254599182,5.854203358427679
495.25,6.0679169654890615,8.736033915591946,9.30676254599182,5.854203358427679
500.25,6.0679169654890615,8.736033915591946,9.30676254599182,5.854203358427679
505.25,6.0679169654890615,8.736033915591946,9.30676254599182,5.854203358427679
510.25,6.0679169654890615,8.736033915591946,9.30676254599182,5.854203358427679
515.25,6.0679169654890615,8.736033915591946,9.30676254599182,5.854203358427679
520.25,7.911975438581097,8.736033915591946,9.30676254599182,5.854203358427679
525.25,7.911975438581097,8.736033915591946,9.30676254599182,5.854203358427679
530.25,7.911975438581097,8.835809097154815,9.551893321264814,5.854203358427679
535.25,7.911975438581097,8.835809097154815,9.551893321264814,5.854203358427679
540.25,7.911975438581097,8.835809097154815,10.356159709689985,5.854203358427679
545.25,7.911975438581097,8.835809097154815,10.356159709689985,5.854203358427679
550.25,7.911975438581097,8.835809097154815,10.356159709689985,5.854203358427679
555.25,7.911975438581097,8.835809097154815,10.356159709689985,5.854203358427679
560.25,7.911975438581097,8.835809097154815,10.356159709689985,5.854203358427679
565.25,7.911975438581097,8.835809097154815,10.356159709689985,5.854203358427679
570.25,7.911975438581097,8.835809097154815,10.356159709689985,5.854203358427679
575.25,7.911975438581097,8.835809097154815,10.356159709689985,5.854203358427679
580.25,7.911975438581097,8.835809097154815,10.356159709689985,5.854203358427679
585.25,7.911975438581097,8.835809097154815,10.356159709689985,6.225450512176753
590.25,7.911975438581097,8.835809097154815,10.356159709689985,6.225450512176753
595.25,7.911975438581097,8.835809097154815,10.356159709689985,6.225450512176753
600.25,7.911975438581097,8.835809097154815,10.356159709689985,6.225450512176753
605.25,7.911975438581097,8.835809097154815,10.356159709689985,6.225450512176753
610.25,7.911975438581097,8.835809097154815,10.356159709689985,6.225450512176753
615.25,7.911975438581097,8.835809097154815,10.356159709689985,6.225450512176753
620.25,7.911975438581097,8.835809097154815,10.356159709689985,6.286902335698638
625.25,7.911975438581097,8.217580543249264,10.356159709689985,6.286902335698638
630.25,7.911975438581097,8.217580543249264,10.356159709689985,6.286902335698638
635.25,7.911975438581097,8.217580543249264,10.7973660068259,6.286902335698638
640.25,7.911975438581097,8.217580543249264,10.7973660068259,6.286902335698638
645.25,7.911975438581097,8.217580543249264,10.7973660068259,6.286902335698638
650.25,9.938229447624881,8.217580543249264,10.7973660068259,6.286902335698638
655.25,9.938229447624881,8.217580543249264,10.7973660068259,6.286902335698638
660.25,9.938229447624881,8.217580543249264,10.7973660068259,6.286902335698638
665.25,9.938229447624881,8.217580543249264,10.7973660068259,6.286902335698638
670.25,9.938229447624881,8.217580543249264,10.7973660068259,6.286902335698638
675.25,9.938229447624881,8.217580543249264,10.7973660068259,6.286902335698638
680.25,9.938229447624881,8.217580543249264,10.7973660068259,6.286902335698638
685.25,9.938229447624881,8.217580543249264,10.7973660068259,6.286902335698638
690.25,9.938229447624881,8.217580543249264,11.168455430984627,6.286902335698638
695.25,9.938229447624881,8.217580543249264,11.168455430984627,6.286902335698638
700.25,9.938229447624881,8.217580543249264,11.168455430984627,6.286902335698638
705.25,9.938229447624881,8.217580543249264,11.168455430984627,6.286902335698638
710.25,9.938229447624881,8.217580543249264,11.168455430984627,6.286902335698638
715.25,9.938229447624881,8.217580543249264,11.168455430984627,6.286902335698638
720.25,11.362238542838522,8.217580543249264,11.434382709991958,6.286902335698638
725.25,11.362238542838522,8.658470844844373,11.434382709991958,6.286902335698638
730.25,11.362238542838522,8.658470844844373,11.434382709991958,6.286902335698638
735.25,11.362238542838522,7.852567652603398,11.434382709991958,6.286902335698638
740.25,11.362238542838522,7.852567652603398,11.434382709991958,6.286902335698638
745.25,11.362238542838522,7.852567652603398,11.434382709991958,6.286902335698638
750.25,11.362238542838522,7.852567652603398,11.434382709991958,6.286902335698638
755.25,11.362238542838522,7.852567652603398,11.984895562034076,6.286902335698638
760.25,11.362238542838522,7.852567652603398,11.984895562034076,6.286902335698638
765.25,11.362238542838522,7.852567652603398,11.984895562034076,6.286902335698638
770.25,11.362238542838522,7.852567652603398,11.984895562034076,6.286902335698638
775.25,11.362238542838522,7.852567652603398,11.984895562034076,6.286902335698638
780.25,11.362238542838522,7.852567652603398,11.984895562034076,6.286902335698638
785.25,11.362238542838522,7.852567652603398,11.984895562034076,6.286902335698638
790.25,11.362238542838522,7.852567652603398,11.984895562034076,6.286902335698638
795.25,11.362238542838522,7.852567652603398,11.984895562034076,6.286902335698638
800.25,11.362238542838522,7.852567652603398,11.984895562034076,6.286902335698638
805.25,11.362238542838522,7.852567652603398,11.984895562034076,6.286902335698638
810.25,11.362238542838522,7.852567652603398,11.984895562034076,6.286902335698638
815.25,11.362238542838522,7.852567652603398,11.984895562034076,6.286902335698638
820.25,11.362238542838522,7.852567652603398,11.984895562034076,6.286902335698638
825.25,11.362238542838522,7.852567652603398,11.984895562034076,6.286902335698638
830.25,11.362238542838522,7.852567652603398,11.984895562034076,6.286902335698638
835.25,11.362238542838522,9.600516185253653,11.984895562034076,6.286902335698638
840.25,11.362238542838522,10.21393630912085,12.914988948005568,6.286902335698638
845.25,11.362238542838522,10.21393630912085,12.914988948005568,6.286902335698638
850.25,11.362238542838522,10.570802301631147,13.255045006992912,6.286902335698638
855.25,11.362238542838522,10.570802301631147,13.255045006992912,6.286902335698638
860.25,11.362238542838522,10.570802301631147,13.255045006992912,6.286902335698638
865.25,11.362238542838522,10.570802301631147,13.255045006992912,6.286902335698638
870.25,11.362238542838522,10.570802301631147,13.255045006992912,6.286902335698638
875.25,11.362238542838522,10.570802301631147,13.255045006992912,6.286902335698638
880.25,11.362238542838522,10.570802301631147,13.255045006992912,6.286902335698638
885.25,11.362238542838522,10.570802301631147,13.255045006992912,6.286902335698638
890.25,11.362238542838522,10.570802301631147,13.255045006992912,6.286902335698638
895.25,11.362238542838522,10.570802301631147,13.255045006992912,6.286902335698638
900.25,11.362238542838522,10.86056119859936,13.255045006992912,6.286902335698638
905.25,11.362238542838522,10.86056119859936,13.523781632220878,6.286902335698638
910.25,11.362238542838522,10.86056119859936,13.523781632220878,6.286902335698638
915.25,11.362238542838522,10.86056119859936,14.235680521802557,6.286902335698638
920.25,11.362238542838522,10.86056119859936,14.235680521802557,6.286902335698638
925.25,11.362238542838522,10.86056119859936,14.235680521802557,6.286902335698638
930.25,11.362238542838522,10.86056119859936,14.235680521802557,6.286902335698638
935.25,11.362238542838522,10.86056119859936,14.235680521802557,6.286902335698638
940.25,11.362238542838522,10.86056119859936,14.235680521802557,6.286902335698638
945.25,11.362238542838522,10.86056119859936,14.235680521802557,6.286902335698638
950.25,11.362238542838522,10.86056119859936,14.235680521802557,6.286902335698638
955.25,11.362238542838522,10.86056119859936,14.235680521802557,6.286902335698638
960.25,11.362238542838522,10.86056119859936,14.235680521802557,6.286902335698638
965.25,11.362238542838522,10.86056119859936,14.235680521802557,6.286902335698638
970.25,12.79285209727498,10.86056119859936,15.027483797158709,6.286902335698638
975.25,12.79285209727498,10.86056119859936,15.027483797158709,6.286902335698638
980.25,12.79285209727498,10.86056119859936,15.027483797158709,6.286902335698638
985.25,12.79285209727498,10.86056119859936,15.027483797158709,6.286902335698638
990.25,12.79285209727498,10.86056119859936,15.027483797158709,6.286902335698638
995.25,12.79285209727498,10.86056119859936,15.027483797158709,6.286902335698638
1000.25,12.79285209727498,10.86056119859936,15.027483797158709,6.286902335698638
1005.25,12.79285209727498,10.86056119859936,15.689607670490336,6.286902335698638
1010.25,12.79285209727498,10.86056119859936,15.689607670490336,6.286902335698638
1015.25,12.79285209727498,10.375221468969423,15.689607670490336,6.286902335698638
1020.25,12.79285209727498,10.375221468969423,15.689607670490336,6.286902335698638
1025.25,13.826129123026888,10.375221468969423,15.689607670490336,6.286902335698638
1030.25,13.826129123026888,10.375221468969423,15.689607670490336,6.286902335698638
1035.25,13.826129123026888,10.375221468969423,15.689607670490336,6.286902335698638
1040.25,13.826129123026888,10.375221468969423,15.689607670490336,6.286902335698638
1045.25,14.359780901463619,10.375221468969423,15.689607670490336,6.286902335698638
1050.25,14.359780901463619,10.375221468969423,15.689607670490336,6.286902335698638
1055.25,14.359780901463619,10.375221468969423,16.588618278206404,6.286902335698638
1060.25,14.359780901463619,10.375221468969423,16.588618278206404,6.286902335698638
1065.25,14.359780901463619,10.375221468969423,16.588618278206404,6.286902335698638
1070.25,14.359780901463619,10.375221468969423,16.868051314274464,6.286902335698638
1075.25,14.359780901463619,9.321840556974006,16.868051314274464,6.286902335698638
1080.25,14.359780901463619,9.321840556974006,16.868051314274464,6.286902335698638
1085.25,14.359780901463619,9.321840556974006,16.868051314274464,6.286902335698638
1090.25,14.359780901463619,9.321840556974006,16.868051314274464,6.286902335698638
1095.25,14.359780901463619,9.321840556974006,16.868051314274464,6.286902335698638
1100.25,15.46718945384739,9.321840556974006,16.868051314274464,6.286902335698638
1105.25,15.46718945384739,9.321840556974006,16.868051314274464,6.286902335698638
1110.25,17.136327337374695,9.321840556974006,16.868051314274464,6.286902335698638
1115.25,17.136327337374695,9.321840556974006,16.868051314274464,6.286902335698638
1120.25,17.136327337374695,9.321840556974006,16.868051314274464,6.286902335698638
1125.25,16.708283832982392,9.321840556974006,16.868051314274464,6.286902335698638
1130.25,16.708283832982392,9.321840556974006,16.868051314274464,6.286902335698638
1135.25,16.708283832982392,9.321840556974006,16.868051314274464,7.179217008397256
1140.25,16.708283832982392,9.321840556974006,16.868051314274464,7.179217008397256
1145.25,16.708283832982392,9.321840556974006,16.868051314274464,7.179217008397256
1150.25,16.708283832982392,9.321840556974006,17.71290549490268,7.179217008397256
1155.25,16.708283832982392,9.321840556974006,17.71290549490268,7.179217008397256
1160.25,16.708283832982392,9.321840556974006,17.71290549490268,7.179217008397256
1165.25,16.708283832982392,9.321840556974006,17.71290549490268,7.179217008397256
1170.25,16.708283832982392,9.321840556974006,17.71290549490268,7.179217008397256
1175.25,16.708283832982392,9.321840556974006,18.228632401382054,7.179217008397256
1180.25,16.708283832982392,9.321840556974006,18.228632401382054,7.179217008397256
1185.25,16.708283832982392,9.321840556974006,18.228632401382054,7.179217008397256
1190.25,16.708283832982392,9.321840556974006,18.228632401382054,7.179217008397256
1195.25,16.708283832982392,9.321840556974006,18.228632401382054,7.179217008397256
1200.25,16.708283832982392,9.321840556974006,18.228632401382054,7.179217008397256
1205.25,16.708283832982392,9.321840556974006,18.228632401382054,7.179217008397256
1210.25,16.708283832982392,9.321840556974006,18.228632401382054,7.179217008397256
1215.25,16.708283832982392,9.321840556974006,18.228632401382054,7.179217008397256
1220.25,16.708283832982392,9.321840556974006,18.228632401382054,7.179217008397256
1225.25,17.189430037009046,9.321840556974006,18.228632401382054,7.179217008397256
1230.25,17.189430037009046,9.321840556974006,18.228632401382054,7.179217008397256
1235.25,17.189430037009046,9.321840556974006,18.043779998167736,7.179217008397256
1240.25,17.189430037009046,9.321840556974006,19.352665262186093,7.179217008397256
1245.25,17.189430037009046,9.321840556974006,19.352665262186093,7.179217008397256
1250.25,17.189430037009046,9.321840556974006,19.352665262186093,7.179217008397256
1255.25,17.189430037009046,9.321840556974006,19.352665262186093,7.179217008397256
1260.25,17.189430037009046,9.321840556974006,19.352665262186093,7.179217008397256
1265.25,17.189430037009046,9.321840556974006,19.352665262186093,7.179217008397256
1270.25,17.189430037009046,9.321840556974006,19.352665262186093,7.179217008397256
1275.25,17.189430037009046,9.321840556974006,19.352665262186093,7.179217008397256
1280.25,17.189430037009046,9.321840556974006,19.352665262186093,7.179217008397256
1285.25,17.189430037009046,9.321840556974006,19.352665262186093,7.179217008397256
1290.25,17.189430037009046,9.321840556974006,19.352665262186093,7.179217008397256
1295.25,17.189430037009046,9.321840556974006,19.117784653989602,7.179217008397256
1300.25,17.189430037009046,9.321840556974006,19.117784653989602,7.179217008397256
1305.25,17.189430037009046,9.321840556974006,19.117784653989602,7.179217008397256
1310.25,17.189430037009046,9.321840556974006,19.117784653989602,7.179217008397256
1315.25,17.189430037009046,9.321840556974006,19.117784653989602,7.179217008397256
1320.25,17.189430037009046,9.321840556974006,19.117784653989602,7.179217008397256
1325.25,17.189430037009046,9.321840556974006,19.117784653989602,10.37030823596117
1330.25,17.189430037009046,9.321840556974006,19.117784653989602,10.37030823596117
1335.25,17.189430037009046,9.321840556974006,19.780373699137428,10.37030823596117
1340.25,17.189430037009046,9.321840556974006,19.780373699137428,10.37030823596117
1345.25,17.189430037009046,9.321840556974006,19.780373699137428,10.37030823596117
1350.25,17.189430037009046,9.321840556974006,19.780373699137428,10.37030823596117
1355.25,17.189430037009046,9.321840556974006,19.780373699137428,10.37030823596117
1360.25,17.0222924399598,9.321840556974006,19.780373699137428,10.37030823596117
1365.25,17.0222924399598,9.321840556974006,19.780373699137428,10.37030823596117
1370.25,17.0222924399598,9.321840556974006,19.780373699137428,10.37030823596117
1375.25,17.0222924399598,9.321840556974006,19.780373699137428,10.37030823596117
1380.25,17.0222924399598,9.321840556974006,19.780373699137428,10.37030823596117
1385.25,17.0222924399598,9.321840556974006,19.780373699137428,10.37030823596117
1390.25,17.0222924399598,9.321840556974006,19.780373699137428,10.37030823596117
1395.25,17.0222924399598,9.321840556974006,19.780373699137428,10.37030823596117
1400.25,17.0222924399598,9.776118407225526,19.780373699137428,10.37030823596117
1405.25,17.0222924399598,9.776118407225526,19.780373699137428,10.37030823596117
1410.25,17.0222924399598,9.776118407225526,19.780373699137428,10.37030823596117
1415.25,18.856418408239595,9.776118407225526,19.780373699137428,10.37030823596117
1420.25,18.856418408239595,9.776118407225526,19.780373699137428,10.37030823596117
1425.25,18.856418408239595,9.776118407225526,19.780373699137428,10.37030823596117
1430.25,18.856418408239595,9.776118407225526,19.780373699137428,10.37030823596117
1435.25,18.856418408239595,9.776118407225526,19.780373699137428,10.37030823596117
1440.25,18.856418408239595,9.776118407225526,20.90026186453545,10.37030823596117
1445.25,18.856418408239595,9.776118407225526,20.90026186453545,10.37030823596117
1450.25,18.856418408239595,9.776118407225526,21.748089970524802,10.37030823596117
1455.25,18.856418408239595,9.776118407225526,22.84715310106474,10.37030823596117
1460.25,18.856418408239595,9.776118407225526,22.84715310106474,10.37030823596117
1465.25,19.967176115320484,9.776118407225526,22.84715310106474,10.37030823596117
1470.25,19.967176115320484,9.776118407225526,22.84715310106474,10.37030823596117
1475.25,19.967176115320484,9.776118407225526,22.84715310106474,10.37030823596117
1480.25,19.967176115320484,9.776118407225526,22.84715310106474,10.37030823596117
1485.25,19.967176115320484,9.776118407225526,23.66403786711733,10.37030823596117
1490.25,19.967176115320484,9.776118407225526,23.66403786711733,10.37030823596117
1495.25,19.967176115320484,9.776118407225526,23.66403786711733,10.37030823596117
1500.25,19.967176115320484,9.776118407225526,23.66403786711733,10.37030823596117
1505.25,19.967176115320484,9.776118407225526,23.66403786711733,10.37030823596117
1510.25,19.967176115320484,9.425880912454247,23.66403786711733,10.37030823596117
1515.25,19.967176115320484,9.425880912454247,23.66403786711733,10.37030823596117
1520.25,20.418728171402616,9.425880912454247,23.66403786711733,10.37030823596117
1525.25,20.418728171402616,9.425880912454247,23.66403786711733,10.37030823596117
1530.25,20.418728171402616,9.425880912454247,23.66403786711733,10.37030823596117
1535.25,20.418728171402616,9.425880912454247,23.66403786711733,10.37030823596117
1540.25,20.418728171402616,9.425880912454247,23.66403786711733,10.37030823596117
1545.25,20.418728171402616,9.425880912454247,23.66403786711733,10.37030823596117
1550.25,20.418728171402616,9.425880912454247,23.66403786711733,10.37030823596117
1555.25,20.418728171402616,9.425880912454247,23.66403786711733,10.37030823596117
1560.25,20.418728171402616,9.425880912454247,23.66403786711733,10.37030823596117
1565.25,20.418728171402616,11.65985601946343,23.66403786711733,10.37030823596117
1570.25,20.418728171402616,11.65985601946343,23.66403786711733,10.37030823596117
1575.25,21.933178266885797,11.65985601946343,23.66403786711733,10.644927387581651
1580.25,21.933178266885797,11.65985601946343,23.66403786711733,10.644927387581651
1585.25,21.933178266885797,11.65985601946343,24.905072241658168,10.644927387581651
1590.25,21.933178266885797,11.65985601946343,24.905072241658168,10.644927387581651
1595.25,21.933178266885797,11.65985601946343,24.905072241658168,10.644927387581651
1600.25,21.933178266885797,11.65985601946343,25.17301828457414,10.644927387581651
1605.25,21.933178266885797,11.65985601946343,25.17301828457414,10.644927387581651
1610.25,21.933178266885797,11.65985601946343,25.17301828457414,10.644927387581651
1615.25,21.933178266885797,11.65985601946343,25.17301828457414,10.644927387581651
1620.25,21.933178266885797,11.65985601946343,25.17301828457414,10.644927387581651
1625.25,21.933178266885797,11.266333997808387,25.17301828457414,10.644927387581651
1630.25,21.933178266885797,11.266333997808387,25.17301828457414,10.644927387581651
1635.25,21.933178266885797,11.266333997808387,25.17301828457414,10.644927387581651
1640.25,21.933178266885797,11.266333997808387,25.17301828457414,10.644927387581651
1645.25,21.933178266885797,11.266333997808387,25.17301828457414,10.644927387581651
1650.25,21.933178266885797,11.266333997808387,25.17301828457414,10.644927387581651
1655.25,21.933178266885797,11.266333997808387,25.17301828457414,10.644927387581651
1660.25,21.933178266885797,11.266333997808387,25.17301828457414,10.644927387581651
1665.25,21.933178266885797,11.266333997808387,25.17301828457414,10.644927387581651
1670.25,21.933178266885797,11.266333997808387,25.17301828457414,10.644927387581651
1675.25,21.933178266885797,11.266333997808387,25.17301828457414,10.644927387581651
1680.25,21.933178266885797,13.666596404892754,25.17301828457414,10.644927387581651
1685.25,21.933178266885797,13.666596404892754,25.17301828457414,10.644927387581651
1690.25,21.933178266885797,13.666596404892754,25.17301828457414,10.644927387581651
1695.25,21.933178266885797,14.122921024561897,25.17301828457414,10.644927387581651
1700.25,21.933178266885797,14.122921024561897,25.17301828457414,10.644927387581651
1705.25,21.933178266885797,14.122921024561897,25.84358637828084,10.644927387581651
1710.25,23.238968437242264,14.122921024561897,25.84358637828084,10.644927387581651
1715.25,23.238968437242264,14.122921024561897,25.84358637828084,10.644927387581651
1720.25,23.238968437242264,14.122921024561897,26.356456967240653,10.644927387581651
1725.25,23.238968437242264,14.122921024561897,26.356456967240653,10.644927387581651
1730.25,23.238968437242264,14.122921024561897,26.356456967240653,10.644927387581651
1735.25,24.338281863082823,14.122921024561897,26.356456967240653,10.644927387581651
1740.25,24.338281863082823,14.122921024561897,26.356456967240653,10.644927387581651
1745.25,26.649610667502223,14.122921024561897,26.356456967240653,10.644927387581651
1750.25,26.649610667502223,14.122921024561897,26.356456967240653,10.644927387581651
1755.25,26.649610667502223,14.122921024561897,26.356456967240653,10.644927387581651
1760.25,26.649610667502223,14.122921024561897,26.356456967240653,10.644927387581651
1765.25,27.24012717194263,14.122921024561897,26.356456967240653,10.644927387581651
1770.25,27.24012717194263,14.122921024561897,26.356456967240653,10.644927387581651
1775.25,27.24012717194263,14.122921024561897,27.534069576601276,10.644927387581651
1780.25,27.24012717194263,14.122921024561897,27.534069576601276,10.644927387581651
1785.25,27.24012717194263,14.122921024561897,27.534069576601276,10.644927387581651
1790.25,27.24012717194263,14.122921024561897,27.534069576601276,10.644927387581651
1795.25,27.24012717194263,14.122921024561897,27.534069576601276,10.644927387581651
1800.25,27.24012717194263,14.122921024561897,27.534069576601276,10.644927387581651
1805.25,27.24012717194263,14.122921024561897,27.534069576601276,10.644927387581651
1810.25,27.24012717194263,14.122921024561897,27.534069576601276,10.644927387581651
1815.25,27.24012717194263,14.122921024561897,27.534069576601276,10.644927387581651
1820.25,27.24012717194263,14.122921024561897,27.534069576601276,10.644927387581651
1825.25,27.24012717194263,14.983131858875382,27.534069576601276,10.644927387581651
1830.25,27.24012717194263,14.983131858875382,27.534069576601276,10.644927387581651
1835.25,28.779053576931517,14.983131858875382,26.88553640206721,10.644927387581651
1840.25,28.779053576931517,14.983131858875382,26.88553640206721,10.644927387581651
1845.25,28.779053576931517,14.983131858875382,26.88553640206721,10.644927387581651
1850.25,28.779053576931517,16.23291776792664,26.88553640206721,10.644927387581651
1855.25,28.779053576931517,18.90404089602267,26.88553640206721,10.644927387581651
1860.25,28.779053576931517,18.90404089602267,26.656410322865675,10.644927387581651
1865.25,28.779053576931517,18.90404089602267,26.656410322865675,10.644927387581651
1870.25,28.779053576931517,18.90404089602267,26.656410322865675,10.644927387581651
1875.25,28.779053576931517,18.90404089602267,26.909267223350874,10.644927387581651
1880.25,28.779053576931517,18.90404089602267,26.909267223350874,10.644927387581651
1885.25,28.779053576931517,18.90404089602267,26.909267223350874,10.644927387581651
1890.25,28.779053576931517,18.90404089602267,26.909267223350874,10.644927387581651
1895.25,28.779053576931517,18.90404089602267,26.909267223350874,10.644927387581651
1900.25,28.779053576931517,18.90404089602267,26.909267223350874,10.644927387581651
1905.25,28.779053576931517,18.90404089602267,26.909267223350874,10.644927387581651
1910.25,28.779053576931517,18.90404089602267,26.909267223350874,10.644927387581651
1915.25,28.779053576931517,18.90404089602267,26.909267223350874,10.644927387581651
1920.25,28.779053576931517,18.90404089602267,26.909267223350874,10.644927387581651
1925.25,30.351238245405884,18.90404089602267,26.909267223350874,10.644927387581651
1930.25,30.351238245405884,18.90404089602267,26.909267223350874,10.644927387581651
1935.25,30.351238245405884,18.90404089602267,26.909267223350874,10.644927387581651
1940.25,30.351238245405884,18.90404089602267,26.909267223350874,10.644927387581651
1945.25,30.351238245405884,18.90404089602267,26.909267223350874,10.644927387581651
1950.25,30.351238245405884,18.90404089602267,26.909267223350874,10.644927387581651
1955.25,30.351238245405884,18.90404089602267,26.909267223350874,10.644927387581651
