time_s,rest_time_s,energy,food_items,searching,grabbing,deposit,homing,resting,avoidance,gamma_f,gamma_r,gamma_l,entered_deposit,completed_deposit
2625.25,80.0,70913.74840428517,3.081429493450882,2.664982344441566,1.1116046231696928,0.599999999998644,0.04600465301854721,3.4453581494663537,0.1320502299051857,0.009024731275237396,0.004374623191921612,0.008259430901252607,0.009999999999966184,0.009999999999990652
2630.25,80.0,71068.78952101048,3.0814294934516173,2.664982344445655,1.111604623170601,0.5999999999981896,0.04600465301858232,3.4453581494614163,0.1320502299055457,0.009024731275239506,0.004374623191927607,0.008259430901278604,0.009999999999960218,0.009999999999981404
2635.25,80.0,71223.83063773523,3.081429493452462,2.6649823444495166,1.1116046231715333,0.5999999999977996,0.04600465301862588,3.44535814945662,0.1320502299058944,0.009024731275241948,0.004374623191933602,0.008259430901303155,0.009999999999955322,0.009999999999973311
2640.25,80.0,71378.87175445944,3.081429493453395,2.664982344453123,1.111604623172474,0.5999999999974732,0.04600465301867655,3.445358149452014,0.13205022990622806,0.009024731275244724,0.004374623191939264,0.008259430901326078,0.009999999999951414,0.009999999999966184
2645.25,80.0,71533.91287118322,3.081429493454395,2.6649823444564533,1.111604623173411,0.599999999997209,0.046004653018733035,3.4453581494476406,0.13205022990654325,0.00902473127524761,0.004374623191944593,0.008259430901347235,0.009999999999948394,0.009999999999960218
2650.25,80.0,71688.95398790656,3.081429493455445,2.6649823444594873,1.1116046231743317,0.5999999999970044,0.04600465301879403,3.4453581494435337,0.13205022990683862,0.00902473127525072,0.0043746231919497,0.008259430901366504,0.009999999999946418,0.009999999999955322
2655.25,80.0,71843.99510462956,3.0814294934565254,2.6649823444622145,1.1116046231752263,0.5999999999968566,0.0460046530188584,3.445358149439721,0.13205022990711243,0.009024731275253828,0.004374623191954363,0.008259430901383818,0.009999999999945348,0.009999999999951414
2660.25,80.0,71999.03622135226,3.0814294934576183,2.664982344464629,1.111604623176086,0.5999999999967627,0.046004653018925,3.4453581494362258,0.13205022990736112,0.009024731275257047,0.004374623191958693,0.008259430901399141,0.009999999999944956,0.009999999999948394
2665.25,80.0,72154.07733807473,3.0814294934587116,2.664982344466727,1.1116046231769023,0.5999999999967189,0.046004653018992786,3.4453581494330625,0.13205022990758603,0.009024731275260156,0.004374623191962579,0.008259430901412452,0.009999999999945348,0.009999999999946418
2670.25,80.0,72309.118454797,3.081429493459791,2.6649823444685117,1.1116046231776695,0.5999999999967205,0.04600465301906075,3.445358149430242,0.13205022990778487,0.009024731275263376,0.0043746231919660206,0.008259430901423762,0.009999999999946406,0.009999999999945348
2675.25,80.0,72464.15957151908,3.0814294934608415,2.6649823444699883,1.111604623178382,0.5999999999967637,0.046004653019128004,3.4453581494277685,0.13205022990795923,0.009024731275266373,0.004374623191969129,0.008259430901433116,0.00999999999994809,0.009999999999944956
2680.25,80.0,72619.20068824106,3.0814294934618545,2.6649823444711664,1.1116046231790355,0.5999999999968444,0.046004653019193764,3.4453581494256427,0.13205022990810764,0.009024731275269371,0.004374623191971794,0.00825943090144057,0.00999999999995015,0.009999999999945348
2685.25,80.0,72774.24180496305,3.0814294934628195,2.6649823444720573,1.111604623179627,0.5999999999969579,0.046004653019257345,3.4453581494238588,0.13205022990823162,0.009024731275272146,0.004374623191974014,0.008259430901446204,0.009999999999952798,0.009999999999946406
2690.25,80.0,72929.28292168504,3.081429493463729,2.664982344472677,1.1116046231801555,0.5999999999970994,0.04600465301931811,3.4453581494224097,0.13205022990833037,0.009024731275274811,0.0043746231919757905,0.008259430901450104,0.009999999999955754,0.00999999999994809
2695.25,80.0,73084.32403840702,3.0814294934645754,2.664982344473042,1.1116046231806187,0.5999999999972654,0.04600465301937558,3.445358149421282,0.1320502299084057,0.009024731275277365,0.004374623191977123,0.008259430901452394,0.009999999999958988,0.00999999999995015
2700.25,80.0,73239.36515512901,3.081429493465355,2.664982344473172,1.1116046231810166,0.5999999999974507,0.04600465301942926,3.4453581494204624,0.13205022990845947,0.009024731275279585,0.004374623191978233,0.00825943090145318,0.009999999999962442,0.009999999999952798
2705.25,80.0,73394.406271851,3.081429493466064,2.6649823444730845,1.111604623181352,0.5999999999976517,0.04600465301947887,3.445358149419931,0.13205022990849194,0.009024731275281694,0.004374623191978899,0.008259430901452591,0.009999999999966131,0.009999999999955754
2710.25,80.0,73549.44738857326,3.0814294934666986,2.6649823444728016,1.1116046231816248,0.5999999999978645,0.0460046530195241,3.44535814941967,0.1320502299085056,0.009024731275283582,0.004374623191979232,0.00825943090145076,0.009999999999969856,0.009999999999958988
2715.25,80.0,73704.48850529554,3.081429493467258,2.664982344472346,1.1116046231818373,0.5999999999980846,0.04600465301956477,3.4453581494196572,0.13205022990850082,0.009024731275285136,0.004374623191979232,0.008259430901447831,0.009999999999973573,0.009999999999962442
2720.25,80.0,73859.52962201803,3.081429493467742,2.6649823444717367,1.1116046231819925,0.5999999999983088,0.04600465301960082,3.4453581494198704,0.13205022990848103,0.00902473127528658,0.00437462319197901,0.00825943090144394,0.0099999999999774,0.009999999999966131
2725.25,80.0,74014.5707387406,3.081429493468151,2.6649823444709977,1.1116046231820935,0.5999999999985342,0.04600465301963214,3.4453581494202865,0.1320502299084462,0.0090247312752878,0.004374623191978455,0.008259430901439215,0.009999999999981031,0.009999999999969856
2730.25,80.0,74169.61185546344,3.0814294934684874,2.66498234447015,1.1116046231821433,0.5999999999987574,0.04600465301965882,3.445358149420881,0.13205022990839888,0.0090247312752888,0.004374623191977789,0.008259430901433804,0.00999999999998468,0.009999999999973573
2735.25,80.0,74324.6529721864,3.081429493468753,2.6649823444692142,1.1116046231821477,0.5999999999989765,0.046004653019680916,3.4453581494216303,0.13205022990834042,0.009024731275289577,0.004374623191976901,0.008259430901427839,0.009999999999988166,0.0099999999999774
2740.25,80.0,74479.69408890956,3.081429493468951,2.664982344468211,1.1116046231821097,0.5999999999991881,0.04600465301969861,3.4453581494225105,0.13205022990827248,0.009024731275290132,0.0043746231919757905,0.008259430901421432,0.009999999999991516,0.009999999999981031
2745.25,80.0,74634.73520563294,3.0814294934690847,2.6649823444671568,1.1116046231820333,0.5999999999993907,0.04600465301971205,3.445358149423499,0.13205022990819834,0.009024731275290576,0.004374623191974569,0.008259430901414719,0.009999999999994532,0.00999999999998468
2750.25,80.0,74789.77632235645,3.0814294934691584,2.6649823444660723,1.1116046231819248,0.599999999999582,0.046004653019721425,3.445358149424573,0.13205022990811763,0.009024731275290798,0.004374623191973237,0.008259430901407806,0.009999999999997422,0.009999999999988166
2755.25,80.0,74944.81743908019,3.081429493469177,2.664982344464973,1.111604623181786,0.5999999999997615,0.046004653019727025,3.4453581494257097,0.13205022990803314,0.00902473127529091,0.004374623191971905,0.008259430901400813,0.010000000000000073,0.009999999999991516
2760.25,80.0,75099.85855580411,3.0814294934691446,2.6649823444638754,1.1116046231816226,0.599999999999927,0.0460046530197291,3.44535814942689,0.132050229907946,0.009024731275290798,0.0043746231919704615,0.008259430901393824,0.010000000000002564,0.009999999999994532
2765.25,80.0,75254.89967252813,3.0814294934690674,2.6649823444627936,1.1116046231814387,0.6000000000000785,0.046004653019727955,3.4453581494280945,0.13205022990785686,0.009024731275290576,0.004374623191968907,0.008259430901386939,0.01000000000000463,0.009999999999997422
2770.25,80.0,75409.94078925245,3.0814294934689492,2.6649823444617384,1.111604623181239,0.6000000000002146,0.046004653019723875,3.4453581494293064,0.13205022990776843,0.009024731275290243,0.004374623191967464,0.008259430901380227,0.010000000000006622,0.010000000000000073
2775.25,80.0,75564.98190597679,3.081429493468796,2.6649823444607215,1.111604623181027,0.6000000000003357,0.046004653019717234,3.4453581494305086,0.13205022990768037,0.009024731275289799,0.0043746231919660206,0.008259430901373757,0.010000000000008146,0.010000000000002564
2780.25,80.0,75720.0230227014,3.081429493468613,2.6649823444597525,1.1116046231808083,0.600000000000441,0.046004653019708325,3.445358149431686,0.1320502299075941,0.009024731275289244,0.004374623191964577,0.008259430901367597,0.010000000000009583,0.01000000000000463
2785.25,80.0,75875.064139426,3.081429493468406,2.66498234445884,1.111604623180584,0.600000000000531,0.04600465301969747,3.4453581494328267,0.13205022990751156,0.009024731275288689,0.004374623191963134,0.008259430901361798,0.010000000000010655,0.010000000000006622
2790.25,80.0,76030.10525615087,3.0814294934681783,2.664982344457989,1.1116046231803585,0.6000000000006054,0.04600465301968498,3.4453581494339205,0.13205022990743237,0.009024731275288023,0.004374623191961802,0.008259430901356389,0.010000000000011606,0.010000000000008146
2795.25,80.0,76185.14637287577,3.0814294934679354,2.664982344457206,1.1116046231801346,0.6000000000006656,0.04600465301967116,3.4453581494349557,0.13205022990735765,0.009024731275287246,0.0043746231919604694,0.008259430901351419,0.010000000000012204,0.010000000000009583
2800.25,80.0,76340.18748960066,3.081429493467681,2.664982344456494,1.1116046231799148,0.6000000000007116,0.04600465301965631,3.445358149435925,0.13205022990728849,0.00902473127528658,0.004374623191959359,0.008259430901346896,0.01000000000001265,0.010000000000010655
2805.25,80.0,76495.22860632585,3.0814294934674225,2.664982344455857,1.1116046231797028,0.6000000000007442,0.04600465301964074,3.445358149436822,0.1320502299072238,0.009024731275285802,0.004374623191958249,0.008259430901342847,0.01000000000001285,0.010000000000011606
2810.25,80.0,76650.26972305104,3.0814294934671578,2.6649823444552956,1.1116046231794987,0.6000000000007639,0.04600465301962468,3.445358149437643,0.13205022990716536,0.009024731275285025,0.004374623191957139,0.00825943090133929,0.010000000000012907,0.010000000000012204
2815.25,80.0,76805.31083977623,3.0814294934668958,2.6649823444548097,1.111604623179304,0.600000000000772,0.04600465301960839,3.445358149438383,0.13205022990711285,0.009024731275284248,0.004374623191956251,0.008259430901336207,0.010000000000012851,0.01000000000001265
2820.25,80.0,76960.35195650141,3.081429493466638,2.6649823444543985,1.1116046231791232,0.6000000000007695,0.046004653019592126,3.4453581494390404,0.13205022990706633,0.00902473127528347,0.0043746231919554734,0.008259430901333596,0.010000000000012527,0.01000000000001285
2825.25,80.0,77115.3930732266,3.0814294934663877,2.664982344454061,1.1116046231789558,0.600000000000757,0.04600465301957607,3.445358149439615,0.1320502299070258,0.009024731275282805,0.004374623191954696,0.008259430901331466,0.010000000000012088,0.010000000000012907
2830.25,80.0,77270.43418995179,3.0814294934661475,2.6649823444537946,1.1116046231788022,0.6000000000007354,0.0460046530195604,3.445358149440106,0.13205022990699206,0.009024731275282027,0.004374623191954141,0.008259430901329776,0.010000000000011522,0.010000000000012851
2835.25,80.0,77425.47530667698,3.0814294934659197,2.664982344453596,1.1116046231786636,0.6000000000007063,0.04600465301954527,3.4453581494405157,0.13205022990696375,0.009024731275281361,0.004374623191953586,0.008259430901328515,0.01000000000001087,0.010000000000012527
2840.25,80.0,77580.51642340216,3.0814294934657056,2.664982344453462,1.1116046231785406,0.600000000000671,0.04600465301953086,3.445358149440845,0.13205022990694118,0.009024731275280806,0.004374623191953253,0.00825943090132767,0.010000000000010207,0.010000000000012088
2845.25,80.0,77735.55754012735,3.081429493465506,2.6649823444533873,1.1116046231784327,0.6000000000006298,0.046004653019517276,3.4453581494410987,0.13205022990692417,0.00902473127528014,0.00437462319195292,0.008259430901327209,0.010000000000009364,0.010000000000011522
2850.25,80.0,77890.59865685254,3.081429493465323,2.664982344453369,1.1116046231783412,0.6000000000005847,0.04600465301950462,3.4453581494412786,0.13205022990691226,0.009024731275279696,0.004374623191952698,0.0082594309013271,0.010000000000008542,0.01000000000001087
2855.25,80.0,78045.63977357773,3.0814294934651576,2.6649823444534007,1.111604623178264,0.6000000000005354,0.04600465301949296,3.445358149441391,0.13205022990690646,0.009024731275279141,0.004374623191952587,0.008259430901327308,0.010000000000007645,0.010000000000010207
2860.25,80.0,78200.68089030292,3.081429493465009,2.664982344453479,1.1116046231782024,0.6000000000004843,0.04600465301948238,3.4453581494414394,0.1320502299069032,0.009024731275278697,0.004374623191952476,0.008259430901327816,0.010000000000006799,0.010000000000009364
2865.25,80.0,78355.7220070281,3.081429493464879,2.664982344453597,1.1116046231781551,0.6000000000004312,0.04600465301947288,3.4453581494414296,0.1320502299069053,0.009024731275278364,0.004374623191952476,0.008259430901328572,0.010000000000005903,0.010000000000008542
2870.25,80.0,78510.76312375329,3.0814294934647672,2.664982344453749,1.111604623178121,0.6000000000003776,0.046004653019464506,3.445358149441366,0.13205022990691206,0.00902473127527803,0.004374623191952587,0.008259430901329554,0.01000000000000495,0.010000000000007645
2875.25,80.0,78665.80424047848,3.081429493464672,2.664982344453933,1.1116046231780994,0.6000000000003235,0.046004653019457234,3.4453581494412564,0.13205022990692078,0.009024731275277698,0.004374623191952698,0.008259430901330725,0.010000000000004089,0.010000000000006799
2880.25,80.0,78820.84535720367,3.0814294934645945,2.6649823444541427,1.1116046231780896,0.6000000000002704,0.04600465301945107,3.445358149441105,0.13205022990693208,0.009024731275277476,0.00437462319195292,0.008259430901332061,0.010000000000003183,0.010000000000005903
2885.25,80.0,78975.88647392883,3.0814294934645345,2.664982344454371,1.1116046231780907,0.6000000000002181,0.046004653019446,3.445358149440918,0.1320502299069466,0.009024731275277365,0.004374623191953142,0.008259430901333518,0.010000000000002377,0.01000000000000495
2890.25,80.0,79130.92759065372,3.0814294934644906,2.6649823444546143,1.1116046231781025,0.6000000000001677,0.04600465301944198,3.445358149440701,0.13205022990696333,0.009024731275277253,0.004374623191953364,0.008259430901335074,0.01000000000000154,0.010000000000004089
2895.25,80.0,79285.96870737862,3.0814294934644617,2.6649823444548697,1.1116046231781223,0.6000000000001197,0.04600465301943899,3.445358149440459,0.1320502299069816,0.009024731275277142,0.004374623191953697,0.008259430901336694,0.010000000000000847,0.010000000000003183
2900.25,80.0,79441.00982410352,3.081429493464448,2.6649823444551313,1.11160462317815,0.6000000000000741,0.04600465301943695,3.4453581494401972,0.13205022990700127,0.009024731275277031,0.00437462319195403,0.008259430901338363,0.01000000000000014,0.010000000000002377
2905.25,80.0,79596.05094082841,3.0814294934644453,2.664982344455396,1.1116046231781829,0.6000000000000318,0.04600465301943583,3.4453581494399215,0.13205022990702214,0.009024731275277031,0.004374623191954363,0.008259430901340044,0.009999999999999568,0.01000000000000154
2910.25,80.0,79751.09205755331,3.081429493464457,2.6649823444556597,1.1116046231782235,0.5999999999999927,0.04600465301943554,3.445358149439637,0.13205022990704277,0.009024731275277142,0.004374623191954696,0.008259430901341711,0.009999999999998989,0.010000000000000847
2915.25,80.0,79906.1331742782,3.0814294934644773,2.664982344455917,1.1116046231782688,0.5999999999999577,0.04600465301943598,3.4453581494393473,0.13205022990706425,0.009024731275277142,0.004374623191955029,0.008259430901343356,0.00999999999999856,0.01000000000000014
2920.25,80.0,80061.174291003,3.0814294934645083,2.6649823444561678,1.1116046231783185,0.599999999999925,0.04600465301943713,3.445358149439057,0.13205022990708531,0.009024731275277253,0.004374623191955362,0.00825943090134496,0.009999999999998021,0.009999999999999568
2925.25,80.0,80216.2154077276,3.0814294934645474,2.66498234445641,1.111604623178371,0.5999999999998962,0.04600465301943886,3.4453581494387695,0.1320502299071061,0.009024731275277365,0.0043746231919556955,0.008259430901346497,0.009999999999997641,0.009999999999998989
2930.25,80.0,80371.25652445221,3.081429493464592,2.6649823444566385,1.1116046231784233,0.5999999999998717,0.0460046530194411,3.4453581494384893,0.13205022990712695,0.009024731275277476,0.00437462319195614,0.008259430901347956,0.009999999999997376,0.00999999999999856
2935.25,80.0,80526.29764117682,3.0814294934646442,2.664982344456855,1.1116046231784766,0.5999999999998517,0.04600465301944381,3.445358149438217,0.13205022990714654,0.009024731275277587,0.004374623191956473,0.008259430901349325,0.009999999999997181,0.009999999999998021
2940.25,80.0,80681.33875790142,3.081429493464699,2.664982344457054,1.1116046231785315,0.5999999999998352,0.04600465301944686,3.4453581494379573,0.1320502299071652,0.009024731275277809,0.004374623191956695,0.0082594309013506,0.009999999999996869,0.009999999999997641
2945.25,80.0,80836.37987462603,3.081429493464759,2.6649823444572394,1.111604623178584,0.5999999999998213,0.04600465301945024,3.4453581494377126,0.13205022990718285,0.00902473127527792,0.004374623191957028,0.008259430901351766,0.009999999999996831,0.009999999999997376
2950.25,80.0,80991.42099135063,3.081429493464821,2.6649823444574046,1.1116046231786374,0.5999999999998114,0.046004653019453855,3.4453581494374843,0.13205022990719942,0.009024731275278142,0.004374623191957361,0.008259430901352819,0.009999999999996692,0.009999999999997181
2955.25,80.0,81146.46210807524,3.081429493464883,2.664982344457553,1.111604623178688,0.5999999999998042,0.046004653019457616,3.445358149437273,0.13205022990721452,0.009024731275278364,0.004374623191957583,0.008259430901353759,0.009999999999996605,0.009999999999996869
2960.25,80.0,81301.50322479985,3.0814294934649453,2.664982344457684,1.1116046231787364,0.5999999999998001,0.04600465301946148,3.44535814943708,0.13205022990722848,0.009024731275278475,0.004374623191957805,0.008259430901354597,0.009999999999996671,0.009999999999996831
2965.25,80.0,81456.54434152445,3.0814294934650075,2.664982344457796,1.1116046231787824,0.5999999999997989,0.04600465301946537,3.445358149436907,0.13205022990724088,0.009024731275278697,0.004374623191958027,0.008259430901355308,0.009999999999996644,0.009999999999996692
2970.25,80.0,81611.58545824906,3.0814294934650697,2.664982344457891,1.1116046231788246,0.5999999999998005,0.04600465301946927,3.445358149436754,0.13205022990725127,0.009024731275278919,0.004374623191958249,0.008259430901355905,0.009999999999996761,0.009999999999996605
2975.25,80.0,81766.62657497366,3.081429493465131,2.664982344457968,1.1116046231788643,0.5999999999998037,0.04600465301947312,3.44535814943662,0.1320502299072605,0.00902473127527903,0.00437462319195836,0.008259430901356384,0.00999999999999691,0.009999999999996671
2980.25,80.0,81921.66769169827,3.0814294934651874,2.6649823444580285,1.1116046231789007,0.5999999999998096,0.04600465301947684,3.4453581494365073,0.13205022990726784,0.009024731275279252,0.004374623191958582,0.008259430901356772,0.009999999999996968,0.009999999999996644
2985.25,80.0,82076.70880842287,3.0814294934652406,2.664982344458072,1.1116046231789332,0.5999999999998162,0.046004653019480424,3.4453581494364136,0.1320502299072744,0.009024731275279363,0.004374623191958693,0.008259430901357048,0.009999999999997167,0.009999999999996761
2990.25,80.0,82231.74992514748,3.0814294934652935,2.6649823444581013,1.1116046231789618,0.5999999999998251,0.046004653019483824,3.4453581494363386,0.13205022990727908,0.009024731275279585,0.004374623191958693,0.008259430901357223,0.0099999999999974,0.00999999999999691
2995.25,80.0,82386.79104187209,3.081429493465338,2.6649823444581155,1.1116046231789867,0.5999999999998358,0.04600465301948703,3.445358149436282,0.1320502299072839,0.009024731275279696,0.004374623191958804,0.008259430901357324,0.009999999999997523,0.009999999999996968
3000.25,80.0,82541.83215859669,3.081429493465382,2.6649823444581173,1.111604623179009,0.5999999999998467,0.04600465301949,3.445358149436243,0.13205022990728488,0.009024731275279807,0.004374623191958804,0.008259430901357329,0.009999999999997811,0.009999999999997167
3005.25,80.0,82696.8732753213,3.0814294934654174,2.664982344458106,1.111604623179025,0.5999999999998591,0.04600465301949272,3.4453581494362195,0.1320502299072885,0.009024731275279918,0.004374623191958915,0.008259430901357265,0.009999999999997962,0.0099999999999974
3010.25,80.0,82851.9143920459,3.081429493465453,2.664982344458087,1.111604623179038,0.5999999999998713,0.046004653019495176,3.4453581494362107,0.13205022990728843,0.009024731275280029,0.004374623191958915,0.008259430901357131,0.009999999999998134,0.009999999999997523
3015.25,80.0,83006.95550877051,3.081429493465482,2.664982344458057,1.111604623179048,0.599999999999884,0.04600465301949739,3.4453581494362178,0.1320502299072878,0.009024731275280029,0.004374623191958915,0.008259430901356937,0.009999999999998326,0.009999999999997811
3020.25,80.0,83161.99662549511,3.0814294934655084,2.6649823444580165,1.1116046231790557,0.5999999999998963,0.046004653019499325,3.445358149436236,0.13205022990728676,0.00902473127528014,0.004374623191958915,0.00825943090135669,0.009999999999998526,0.009999999999997962
3025.25,80.0,83317.03774221972,3.0814294934655293,2.6649823444579726,1.1116046231790615,0.5999999999999086,0.046004653019501025,3.445358149436265,0.13205022990728216,0.009024731275280251,0.004374623191958804,0.008259430901356403,0.009999999999998751,0.009999999999998134
3030.25,80.0,83472.07885894433,3.081429493465547,2.66498234445792,1.1116046231790633,0.5999999999999216,0.046004653019502455,3.445358149436303,0.13205022990728044,0.009024731275280251,0.004374623191958804,0.008259430901356076,0.009999999999998987,0.009999999999998326
3035.25,80.0,83627.11997566893,3.08142949346556,2.664982344457866,1.1116046231790617,0.5999999999999343,0.046004653019503614,3.4453581494363497,0.13205022990727597,0.009024731275280362,0.004374623191958693,0.008259430901355717,0.009999999999999197,0.009999999999998526
3040.25,80.0,83782.16109239354,3.081429493465569,2.6649823444578047,1.11160462317906,0.599999999999946,0.04600465301950453,3.4453581494364025,0.13205022990727303,0.009024731275280362,0.004374623191958693,0.008259430901355353,0.009999999999999457,0.009999999999998751
3045.25,80.0,83937.20220911814,3.0814294934655777,2.6649823444577443,1.1116046231790542,0.5999999999999579,0.04600465301950519,3.445358149436462,0.1320502299072674,0.009024731275280362,0.004374623191958582,0.008259430901354949,0.009999999999999544,0.009999999999998987
3050.25,80.0,84092.24332584275,3.081429493465578,2.6649823444576817,1.111604623179047,0.599999999999968,0.04600465301950561,3.445358149436525,0.13205022990726367,0.009024731275280362,0.004374623191958471,0.008259430901354559,0.009999999999999667,0.009999999999999197
3055.25,80.0,84247.28444256735,3.081429493465578,2.6649823444576186,1.1116046231790369,0.5999999999999789,0.046004653019505855,3.4453581494365917,0.13205022990725906,0.009024731275280362,0.004374623191958471,0.00825943090135415,0.009999999999999887,0.009999999999999457
3060.25,80.0,84402.32555929196,3.081429493465578,2.6649823444575564,1.1116046231790273,0.5999999999999879,0.04600465301950591,3.445358149436661,0.1320502299072532,0.009024731275280362,0.00437462319195836,0.008259430901353743,0.009999999999999992,0.009999999999999544
3065.25,80.0,84557.36667601657,3.08142949346557,2.6649823444574956,1.1116046231790169,0.5999999999999968,0.04600465301950579,3.445358149436729,0.1320502299072473,0.009024731275280362,0.004374623191958249,0.00825943090135336,0.010000000000000094,0.009999999999999667
3070.25,80.0,84712.40779274117,3.0814294934655613,2.6649823444574334,1.1116046231790062,0.6000000000000032,0.046004653019505515,3.445358149436799,0.13205022990724352,0.009024731275280362,0.004374623191958138,0.008259430901352982,0.010000000000000212,0.009999999999999887
3075.25,80.0,84867.44890946578,3.0814294934655524,2.6649823444573766,1.1116046231789933,0.6000000000000094,0.04600465301950505,3.445358149436868,0.13205022990723903,0.009024731275280251,0.004374623191958138,0.00825943090135262,0.010000000000000295,0.009999999999999992
3080.25,80.0,85022.49002619038,3.0814294934655435,2.6649823444573246,1.1116046231789793,0.6000000000000149,0.0460046530195045,3.4453581494369345,0.1320502299072333,0.009024731275280251,0.004374623191958027,0.008259430901352267,0.010000000000000382,0.010000000000000094
3085.25,80.0,85177.53114291499,3.081429493465534,2.664982344457274,1.111604623178967,0.6000000000000203,0.046004653019503836,3.445358149436999,0.1320502299072277,0.009024731275280251,0.004374623191957916,0.008259430901351936,0.010000000000000448,0.010000000000000212
3090.25,80.0,85332.5722596396,3.0814294934655164,2.664982344457224,1.1116046231789545,0.6000000000000251,0.04600465301950308,3.4453581494370598,0.1320502299072255,0.00902473127528014,0.004374623191957916,0.008259430901351648,0.010000000000000517,0.010000000000000295
3095.25,80.0,85487.6133763642,3.081429493465504,2.664982344457183,1.1116046231789416,0.600000000000027,0.04600465301950227,3.4453581494371175,0.13205022990722023,0.00902473127528014,0.004374623191957805,0.00825943090135137,0.010000000000000488,0.010000000000000382
3100.25,80.0,85642.6544930888,3.0814294934654862,2.6649823444571448,1.11160462317893,0.6000000000000293,0.046004653019501365,3.4453581494371712,0.13205022990721507,0.00902473127528014,0.004374623191957694,0.00825943090135114,0.010000000000000543,0.010000000000000448
3105.25,80.0,85797.69560981341,3.0814294934654685,2.6649823444571097,1.111604623178916,0.6000000000000306,0.04600465301950048,3.4453581494372214,0.13205022990721338,0.009024731275280029,0.004374623191957694,0.008259430901350921,0.010000000000000571,0.010000000000000517
3110.25,80.0,85952.73672653802,3.0814294934654507,2.6649823444570817,1.1116046231789045,0.6000000000000318,0.04600465301949957,3.445358149437266,0.13205022990720855,0.009024731275280029,0.004374623191957583,0.008259430901350735,0.010000000000000502,0.010000000000000488
3115.25,80.0,86107.77784326262,3.081429493465433,2.664982344457054,1.111604623178893,0.6000000000000321,0.046004653019498624,3.445358149437306,0.13205022990720722,0.009024731275279918,0.004374623191957583,0.008259430901350586,0.010000000000000522,0.010000000000000543
3120.25,80.0,86262.81895998723,3.081429493465417,2.6649823444570355,1.1116046231788812,0.600000000000031,0.04600465301949769,3.4453581494373426,0.13205022990720267,0.009024731275279918,0.004374623191957472,0.008259430901350447,0.010000000000000425,0.010000000000000571
3125.25,80.0,86417.86007671183,3.081429493465408,2.6649823444570155,1.1116046231788743,0.6000000000000292,0.04600465301949676,3.4453581494373733,0.13205022990720175,0.009024731275279918,0.004374623191957472,0.008259430901350317,0.010000000000000453,0.010000000000000502
3130.25,80.0,86572.90119343644,3.081429493465392,2.6649823444570027,1.1116046231788637,0.600000000000028,0.0460046530194959,3.445358149437399,0.1320502299072009,0.009024731275279807,0.004374623191957472,0.008259430901350243,0.010000000000000342,0.010000000000000522
3135.25,80.0,86727.94231016104,3.081429493465383,2.664982344456994,1.1116046231788568,0.6000000000000246,0.04600465301949507,3.445358149437421,0.132050229907199,0.009024731275279807,0.004374623191957361,0.008259430901350171,0.010000000000000358,0.010000000000000425
3140.25,80.0,86882.98342688565,3.0814294934653743,2.664982344456987,1.111604623178853,0.6000000000000231,0.046004653019494295,3.4453581494374363,0.13205022990719656,0.009024731275279807,0.004374623191957361,0.00825943090135013,0.010000000000000361,0.010000000000000453
3145.25,80.0,87038.02454361026,3.0814294934653654,2.6649823444569805,1.1116046231788494,0.6000000000000205,0.04600465301949355,3.4453581494374492,0.13205022990719617,0.009024731275279696,0.004374623191957361,0.008259430901350099,0.010000000000000234,0.010000000000000342
3150.25,80.0,87193.06566033486,3.0814294934653566,2.6649823444569836,1.1116046231788428,0.6000000000000184,0.04600465301949288,3.445358149437456,0.13205022990719598,0.009024731275279696,0.004374623191957361,0.00825943090135011,0.010000000000000255,0.010000000000000358
3155.25,80.0,87348.10677705947,3.0814294934653477,2.6649823444569862,1.1116046231788381,0.6000000000000164,0.046004653019492234,3.44535814943746,0.13205022990719595,0.009024731275279696,0.004374623191957361,0.00825943090135012,0.010000000000000248,0.010000000000000361
3160.25,80.0,87503.14789378407,3.081429493465339,2.6649823444569902,1.1116046231788352,0.6000000000000146,0.04600465301949164,3.445358149437461,0.13205022990719595,0.009024731275279696,0.004374623191957361,0.00825943090135016,0.010000000000000208,0.010000000000000234
3165.25,80.0,87658.18901050868,3.08142949346533,2.6649823444569964,1.1116046231788348,0.6000000000000124,0.04600465301949109,3.445358149437459,0.1320502299071961,0.009024731275279696,0.004374623191957361,0.008259430901350204,0.01000000000000007,0.010000000000000255
3170.25,80.0,87813.23012723328,3.081429493465321,2.6649823444570084,1.1116046231788312,0.6000000000000081,0.04600465301949063,3.445358149437454,0.13205022990719636,0.009024731275279585,0.004374623191957361,0.00825943090135028,0.010000000000000047,0.010000000000000248
3175.25,80.0,87968.27124395789,3.081429493465312,2.664982344457021,1.1116046231788284,0.6000000000000043,0.046004653019490305,3.445358149437448,0.1320502299071967,0.009024731275279585,0.004374623191957361,0.008259430901350359,0.010000000000000023,0.010000000000000208
3180.25,80.0,88123.3123606825,3.0814294934653086,2.664982344457034,1.1116046231788272,0.6000000000000022,0.046004653019489986,3.4453581494374377,0.13205022990719711,0.009024731275279585,0.004374623191957361,0.008259430901350444,0.009999999999999985,0.01000000000000007
3185.25,80.0,88278.3534774071,3.0814294934653086,2.6649823444570484,1.1116046231788281,0.5999999999999995,0.0460046530194897,3.4453581494374252,0.1320502299071976,0.009024731275279585,0.004374623191957361,0.008259430901350524,0.009999999999999846,0.010000000000000047
